,id,text,author,category
9272,15151,"Dream lofty dreams, and as you dream, so you shall become. Your vision is the promise of what you shall one day be your ideal is the prophecy of what you shall at last unveil.",James Allen,dreams
9273,48097,There is nothing so habit-forming as money.,Don Marquis,money
9274,67780,Just let me use the technology I want at a fair price.,Jonathan Potter,technology
9275,45580,"As a rule, men worry more about what they can't see than about what they can.",Julius Caesar,men
9276,27913,When we were children we were grateful to those who filled our stockings at Christmas time. Why are we not grateful to God for filling our stockings with legs?,Gilbert K. Chesterton,god
9277,60739,"Usually, in romantic comedies, you end up sacrificing a great deal of the complexity - you know, just two attractive people and a good soundtrack.",Timothy Olyphant,romantic
9278,41618,"As legal slavery passed, we entered into a permanent period of unemployment and underemployment from which we have yet to emerge.",Julian Bond,legal
9279,55572,"This is not the time for partisan bickering. This is not the time for politics as usual. Some of us are Democrats. Some of us are Republicans. Some of us are Independents. Above all, we must be Oklahomans first.",Brad Henry,politics
9280,42384,"Be true to the game, because the game will be true to you. If you try to shortcut the game, then the game will shortcut you. If you put forth the effort, good things will be bestowed upon you. That's truly about the game, and in some ways that's about life too.",Michael Jordan,life
9281,2637,"Moby Dick - that book is so amazing. I just realized that it starts with two characters meeting in bed that's how my book begins, too, but I hadn't noticed the parallel before, two characters forced to share a bed, reluctantly.",Michael Chabon,amazing
9282,19391,"Look, I think Hispanic community - the values that resonate in our community are fundamentally conservative. They are faith, family and patriotism.",Ted Cruz,faith
9283,25675,It takes considerable knowledge just to realize the extent of your own ignorance.,Thomas Sowell,funny
9284,51405,"God and Nature first made us what we are, and then out of our own created genius we make ourselves what we want to be. Follow always that great law. Let the sky and God be our limit and Eternity our measurement.",Marcus Garvey,nature
9285,52387,"Patience and Diligence, like faith, remove mountains.",William Penn,patience
9286,34170,Man is not logical and his intellectual history is a record of mental reserves and compromises. He hangs on to what he can in his old beliefs even when he is compelled to surrender their logical basis.,John Dewey,history
9287,13150,I think if I could have a boyfriend like my brothers I'd be really happy. But without the brother thing.,Patricia Velasquez,dating
9288,70102,"It's just an unhealthy way to approach something, trying to outdo your last thing. You've gotta trust evolution, you've gotta trust that the bar is moving, that you don't need to force the bar. It'll just happen.",Johnny Knoxville,trust
9289,28634,To fall in love is to create a religion that has a fallible god.,Jorge Luis Borges,god
9290,69231,I'd rather have huge success and huge failures than travel in the middle of the road.,Kevyn Aucoin,travel
9291,988,"I believed my story would be helpful to young women my daughter's age, who are still in the process of forming themselves as women, and in need of encouragement to remain true to themselves.",Joyce Maynard,age
9292,36737,"But because we've all been readers, we know what the experience is like, and we hope that what certain writers have given to us, we will give to someone.",Wallace Shawn,hope
9293,62389,"The recognition of the art that informs all pure science need not mean the abandonment for it of all present art, rather it will mean the completion of the transformation of art that has already begun.",John Desmond Bernal,science
9294,19035,"Faith is not something to grasp, it is a state to grow into.",Mahatma Gandhi,faith
9295,4454,"The prerequisite of originality is the art of forgetting, at the proper moment, what we know.",Arthur Koestler,art
9296,32346,"What can be added to the happiness of a man who is in health, out of debt, and has a clear conscience?",Adam Smith,happiness
9297,48294,"What inspires you, what excites you when you wake up in the morning?",Jennifer Aniston,morning
9298,72235,"Suicidal violence is not the exclusive property of the Muslim world. Suicide bombings were a tactic of nationalist struggles in 19th-century Europe and Russia, the far east during the second world war and the Vietnam war, and in modern Sri Lanka.",James Buchan,war
9299,52762,"The real and lasting victories are those of peace, and not of war.",Ralph Waldo Emerson,peace
